,ssim_clean,ssim_noise,psnr_clean,psnr_noise,nmse_clean,nmse_noise
0,0.7130628157045689,0.10764820003518989,27.361464706995946,13.01242299868152,0.006311515475178786,0.17180581033982145
1,0.7860180169400028,0.13516568717918742,28.009015837919517,12.971224094743611,0.0059759965286366925,0.1906292763429049
2,0.7389953755665467,0.1134111039576705,27.75712103655867,13.013171286509085,0.005961950079148577,0.17773923417853343
3,0.7786453477912589,0.2568466317913649,24.482918186478386,13.03424856487939,0.01405373579458735,0.1961817489384015
4,0.7910198107006089,0.08585931099710462,29.198860416339578,13.043232281846102,0.00696046074445809,0.28721083086995247
5,0.7721540554965128,0.2224085115487405,25.075976839582033,13.001262908256201,0.013361604024467432,0.21544177954810018
6,0.7811803174263507,0.21382601627029646,25.40225967775082,13.012182548601016,0.00966892881220418,0.16764322849569266
7,0.7936933558598359,0.1814884610419202,26.887187566187933,12.999045985178467,0.008433890157131628,0.20646288487128692
8,0.8007674537254836,0.11541689684357405,28.286530873462393,13.018397735983706,0.004713465496602235,0.1585454067823418
9,0.8838141029759545,0.03950223822056752,32.77554117587451,12.990350241035555,0.001801130181703453,0.1714210882593121
10,0.8155903358639904,0.24688014147977,25.630428724049175,12.985328608715621,0.008605003774604447,0.15821989094884625
11,0.7903557565397372,0.21707502005111345,25.47927727797248,13.02469435774493,0.006829260650832297,0.12017994581565751
12,0.8093081004252104,0.12209841505801941,28.761363642705057,12.97737425980329,0.005463940674515942,0.20696879362462722
13,0.7997653584309171,0.1729655913842553,27.185946403852995,12.995599255868267,0.008704151730485672,0.22843422997508758
14,0.7137678559326237,0.15091533922303732,26.333168779279514,13.029078793605834,0.007969768510389028,0.17055118114761997
15,0.7990730613848712,0.16598769898797386,26.81676671666798,12.939539989187395,0.006300395710322189,0.15384754410684673
16,0.8004163642987728,0.2024529572608537,26.480365836414393,13.036193459952854,0.012922249034448519,0.2855980799109733
17,0.7792475629490102,0.27037825194006443,24.570877837013473,12.96631190251134,0.019663408725441194,0.2845216877587418
18,0.8316869366129511,0.15848676058040978,27.857934114126465,13.043067342243543,0.015378731124353636,0.4660228733957925
19,0.8241813100016063,0.0782326882895391,30.364303977256863,12.98573676566198,0.0032243447790471624,0.17631861554681838
20,0.7447491192775758,0.20755801576818883,25.434876673052507,13.044590597817361,0.007945728726018609,0.1377724125744282
21,0.7829321396139672,0.21876181094604444,25.738738814336187,13.004543861643413,0.011872419367507138,0.2228223371527068
22,0.8090085979344893,0.13351373070367417,28.261937040400404,13.001043660426054,0.007750146107905401,0.2602550584614484
23,0.8035051505043634,0.31617926855157424,23.769356577999673,13.036305834257455,0.017901151178993283,0.21192683380125107
24,0.8589814597392447,0.11076116609408436,28.756537667259984,13.011629218589196,0.011856293970741408,0.4450818467053722
25,0.7190692880093577,0.17026151435652437,25.545588597108065,13.032516985650581,0.0077201469501954004,0.1376996083775966
26,0.7527191598225671,0.2639686638086961,23.650137115951303,12.989519216782151,0.02993789099987799,0.34856441777076785
27,0.8793653600831745,0.08514107279742475,30.23360806171776,12.995119014959073,0.009975314515861772,0.5281720049802279
28,0.757098694614785,0.07322217878522244,28.611944500454843,12.986057134658628,0.017102763225442758,0.6246762414687805
29,0.724093258365732,0.1524885446537378,26.642597826569464,13.02868717893515,0.006906003167232572,0.15871498262723546
30,0.813856755496358,0.16853189734434929,27.39787595445351,13.055356133422517,0.007297114117291806,0.19833675190775205
31,0.7118064042632043,0.15237171658142612,26.321128855605963,13.01305517848973,0.02811702833638099,0.6022499193516625
32,0.8443420822410018,0.19755953076766633,27.074968689951,12.92204051767319,0.006100067144090514,0.1587184616537775
33,0.7786283890764174,0.2024244294984802,25.036920526968043,12.940439090808693,0.012845970595072689,0.20816852331530936
34,0.864336243913123,0.23035743480207113,26.438466352629476,12.956890982206504,0.004084499860985245,0.09105349877045199
35,0.8219216468469795,0.12524483201896827,28.156172929318394,13.009547767133983,0.007882023724236232,0.2578102774557485
36,0.8032750965403902,0.2889953027421257,24.406537653805565,13.020780308571485,0.018676884777123606,0.2569686772675425
37,0.7625456309200617,0.1509159365554468,26.71932444047002,13.01553450506045,0.014056556554620075,0.3298055400232832
38,0.8260526717506523,0.2638342261171576,25.344364992774278,13.00770560705367,0.02247580019638493,0.3849294807205914
39,0.7165937977515638,0.13790473267336553,26.473898203073464,13.006552267535497,0.011959281462905591,0.2657294497757427
40,0.7869743893105058,0.17504253679036158,26.503583386101003,12.98932571149382,0.007206624848057237,0.16186672863008175
41,0.7810100033805689,0.11427930742121382,27.760366618542545,13.00998465240692,0.005785555626427044,0.17273615955982252
42,0.6783724346789599,0.15201641082540868,26.690091483605674,13.024707002980238,0.007443641335663448,0.17311063745715274
43,0.7656718832499458,0.15721264275180313,26.91682410433642,12.939992511095166,0.005978579070443927,0.1493761034209012
44,0.8909636388149771,0.061336269152476836,31.40331390209613,13.041388709101103,0.0021741291039006965,0.14910009274177075
45,0.8209940551798823,0.07539339718449238,30.15074585134666,12.951043878587376,0.004817934524253541,0.252831470840936
46,0.7636295316750821,0.09272623336395686,28.562931925062323,13.014382831032528,0.005773403923994928,0.20715085849833442
47,0.8792991042266947,0.09906830218935551,30.338401328209173,12.993307761427651,0.0018563872796050576,0.1007344457616277
48,0.751298272055819,0.10335162664328544,27.89930832549313,12.975233233592256,0.009291820387352386,0.2887409408600817
49,0.7409596190067866,0.22678609022418902,24.56772156115539,13.046676241828305,0.03394793247716611,0.48185651755456405
50,0.7909613574458081,0.2632327768452332,24.906885845103893,13.018695520774031,0.019195736474504434,0.29649935381908393
51,0.662626086742241,0.16244543977364131,24.64946725816446,13.059808683741739,0.011031051699632475,0.15906796782663585
52,0.7574882120345366,0.15845948892351824,26.377790966957278,13.00097744467159,0.012759594008844804,0.2776631741081709
53,0.7465761916713606,0.14465315761434266,26.909174717576363,12.981048634438665,0.01718216875256068,0.4245125618724737
54,0.7592176974115069,0.12579805907758157,27.32979274961061,12.998315482781678,0.010250023188652322,0.27788978083716465
55,0.7811733858628148,0.23023457603526712,25.535795629820154,12.953903600900297,0.021249470048005772,0.38506789172285283
56,0.833644203406799,0.14178239160206546,28.31666214518879,13.018862433579606,0.007628210224943109,0.2583464953328823
57,0.790924731855196,0.22061144872677196,25.322265772943258,12.98958359270014,0.008207768023934131,0.1404408152656357
58,0.7314602748577873,0.1623146516884265,25.696185646236756,13.052237617420314,0.016588832953944015,0.3049374209718946
59,0.6968209074983397,0.09367493085892471,28.15870040911372,13.010092749556945,0.009434468174224112,0.30872959226231295
60,0.7925221552208923,0.09036853535129974,28.71363284822131,13.014106097521143,0.0023389427243775116,0.08689052038558065
61,0.8026904547034256,0.14883125646170056,27.741615787498045,13.002079595046752,0.006866932693450202,0.2045108226490595
62,0.7933515958042978,0.08430747035677807,29.19375274305171,12.998467802716924,0.005164597838497733,0.21506269513524437
63,0.8908914925179885,0.3685812265726375,25.53127437906442,12.999441698676158,0.006430585203495608,0.11519501730044707
64,0.8471343545532635,0.10224811959617948,29.53125481471682,13.034281936462197,0.006879040105984618,0.30706141022616656
65,0.7569410269393084,0.2452008681049235,24.670585756119134,12.998111222704004,0.014014046886059717,0.20597333105160268
66,0.7864704516035352,0.08354254624914753,29.03867767758217,13.010557368166975,0.003271394504851789,0.13108257746534605
67,0.6753034771541994,0.15090464272548554,25.273204904999915,13.011793020431046,0.00987918067649438,0.1662884815511638
68,0.7549663816873525,0.1647931153634325,25.774338533248702,12.985326323743674,0.011024256723143357,0.2095321055476822
69,0.7896336732238856,0.23899043007012002,25.108270511822823,13.007969851228259,0.012308325939196901,0.19963150726807397
70,0.7801331113008116,0.22132495109577793,25.100587667010494,12.988966523778096,0.00892441910527144,0.14512491256396096
71,0.7021688766601357,0.15857377147819776,26.2015671464224,13.017222418254326,0.008049071386341805,0.16756375913081625
72,0.811332491718678,0.15463215380265855,27.34909845530323,13.018197219704252,0.013435515118563727,0.36420386222748397
73,0.8769278698999354,0.2273927301910845,28.54379985950494,12.982473184537653,0.009097831791755943,0.32739385030732593
74,0.7303457622485453,0.09227148572179676,27.83158028114081,13.009068747589073,0.009063331843669739,0.2751306864277453
75,0.8205828596856677,0.07473204561312148,30.084107766130124,12.974179273643152,0.0023298355860773717,0.1197617513861183
76,0.8201520020234855,0.2220405225950272,26.210984372438624,12.989625428919418,0.011459281421888966,0.240598705862443
77,0.8181492172400777,0.2891652238050448,24.902454889488773,13.036816063345242,0.00933010202195049,0.1433673837898463
78,0.7873072077956844,0.20727394497071125,26.055378025746275,13.03416720731546,0.0069911325923293416,0.14017438650134734
79,0.8296655443881327,0.21887354946939785,26.000591104394623,13.012285550687409,0.005236843064093083,0.10420774561331349
80,0.7951273081642536,0.19928454792223046,27.049474278473387,13.015866492461562,0.011401142143931883,0.2886085140643685
81,0.7436325422600584,0.22904188020303917,24.454492755204036,13.017168715862837,0.010609270035264764,0.14771272999694615
82,0.7645100110075095,0.15525756822050174,26.95081132358975,13.010352662000738,0.015800172976359713,0.39147831931591126
83,0.7697963496503017,0.2079655288384939,25.479295598438213,13.071848228354852,0.009266558835749126,0.16131074919442692
84,0.8166276048154997,0.14477332525577233,28.470319938254505,13.037641762771543,0.004039241011302157,0.14111321047838513
85,0.8181111097706794,0.20621651647534728,26.72102546283336,13.02242842431603,0.010019840064872824,0.2348120617229653
86,0.7276035527337581,0.15202458558374463,25.588463749463195,13.020891606450425,0.010927840056684377,0.19737471343966825
87,0.823806749206899,0.1276277799996775,28.562578766824505,12.960876916122391,0.006555071393880295,0.2380935242712335
88,0.7485128814837153,0.16301361460905747,26.027706966174474,13.03082151725992,0.008431416969604465,0.1681082112754944
89,0.7790006084121139,0.2599504029412561,24.280435216841166,13.013662115256698,0.00960783804331922,0.12861835839408067
90,0.737005268688351,0.10762051607656357,27.40913915502005,13.03642648836421,0.009817363358672601,0.2686991035232624
91,0.7348184837639378,0.16182990223046154,25.771746802279182,13.01417125230037,0.01050346953317712,0.1981939040536337
92,0.8344339067570778,0.1762931129785425,28.1729877466673,13.026204820634407,0.003384328250868288,0.11070081232465585
93,0.710748090501045,0.0865269120020304,28.019198918811057,13.010954248407355,0.018213505268268742,0.5770559645864631
94,0.7155027557806658,0.20888457265001548,24.08273764522494,12.930905942497697,0.01623116939862907,0.21160845155236968
95,0.8705936946313836,0.11631733239126474,28.80686204187881,13.032068594005054,0.004198146274754558,0.15868539950533506
96,0.7890435162062615,0.2857756502639339,25.699547991360458,13.017768662197957,0.009265741540008404,0.17181381379805116
97,0.7629644685201852,0.12084188704599653,28.128563054341594,13.080509556687252,0.0044535396609882184,0.14240027396013555
98,0.7684697553048352,0.09856711602939133,28.312046587684215,13.091261751376697,0.011706993021008198,0.38951474982806683
99,0.7924655990414284,0.1485148078242635,28.14980662186286,13.020999779650248,0.013262684319538118,0.43202838160378837
100,0.7905232208391951,0.21937998308283252,25.388210372873836,13.012105792128972,0.010575693095368472,0.18277609269817666
101,0.7652328512240465,0.23370114207050022,23.933433346733054,12.992788924813768,0.019798353560248422,0.24586321993811003
102,0.7346019878022664,0.07959699672768256,28.590993450750727,12.992688336656679,0.006622278748642957,0.24034662524378814
103,0.8284903279872584,0.18459880136593226,26.50627936773666,13.010291330557047,0.00640325736243326,0.14321871766752628
